Order_ID,Order_Date,Order_Month,Order_Year,Customer_ID,Customer_Name,Gender,Age,City,State,Category,Sub_Category,Product_Name,Quantity,Unit_Price,Discount,Sales,Cost,Profit,Profit_Margin_Pct,Payment_Mode
ORD0141,2025-12-10,2025-12,2025,CUST0072,Customer 395,Female,39,Warangal,Telangana,Clothing,Women'S Wear,Jacket,1,3200,0.0,3200.0,1900,1300.0,40.62,Upi
ORD0142,2026-06-28,2026-06,2026,CUST0011,Customer 301,Male,35,Ahmedabad,Gujarat,Electronics,Laptop,Laptop,2,55000,0.1,99000.0,84000,15000.0,15.15,Debit Card
ORD0143,2025-02-15,2025-02,2025,CUST0160,Customer 80,Male,41,Chennai,Tamil Nadu,Sports,Cricket,Cricket Bat,3,2800,0.05,7980.0,5250,2730.0,34.21,Upi
ORD0144,2025-08-13,2025-08,2025,CUST0289,Customer 233,Female,49,New Delhi,Delhi,Clothing,Women'S Wear,Jacket,1,3200,0.1,2880.0,1900,980.0,34.03,Upi
ORD0145,2025-05-02,2025-05,2025,CUST0143,Customer 106,Other,19,Pune,Maharashtra,Electronics,Wearables,Smart Watch,2,4500,0.05,8550.0,5800,2750.0,32.16,Upi
ORD0146,2025-08-11,2025-08,2025,CUST0416,Customer 41,Female,23,Kolkata,West Bengal,Clothing,Women'S Wear,Jacket,3,3200,0.0,9600.0,5700,3900.0,40.62,Debit Card
ORD0147,2025-11-10,2025-11,2025,CUST0022,Customer 410,Female,28,Mysuru,Karnataka,Clothing,Women'S Wear,Jacket,3,3200,0.05,9120.0,5700,3420.0,37.5,Credit Card
ORD0148,2026-06-08,2026-06,2026,CUST0397,Customer 25,Female,28,Kolkata,West Bengal,Clothing,Men'S Wear,T-Shirt,4,900,0.1,3240.0,2000,1240.0,38.27,Credit Card
ORD0149,2025-11-03,2025-11,2025,CUST0300,Customer 82,Female,46,Nagpur,Maharashtra,Electronics,Audio,Headphones,4,2500,0.1,9000.0,6400,2600.0,28.89,Debit Card
ORD0150,2025-02-04,2025-02,2025,CUST0445,Customer 93,Male,58,New Delhi,Delhi,Clothing,Men'S Wear,Jeans,5,2200,0.2,8800.0,6500,2300.0,26.14,Upi
ORD0151,2026-02-08,2026-02,2026,CUST0293,Customer 4,Female,38,New Delhi,Delhi,Electronics,Laptop,Laptop,4,55000,0.0,220000.0,168000,52000.0,23.64,Debit Card
ORD0152,2026-05-27,2026-05,2026,CUST0228,Customer 66,Female,49,Warangal,Telangana,Beauty,Skincare,Moisturizer,2,750,0.15,1275.0,840,435.0,34.12,Upi
ORD0153,2025-01-21,2025-01,2025,CUST0399,Unknown,Male,29,Kolkata,West Bengal,Sports,Football,Football,2,1200,0.2,1920.0,1400,520.0,27.08,Credit Card
ORD0154,2025-11-14,2025-11,2025,CUST0316,Customer 381,Female,31,Thiruvananthapuram,Kerala,Clothing,Women'S Wear,Jacket,2,3200,0.0,6400.0,3800,2600.0,40.62,Credit Card
ORD0155,2025-01-28,2025-01,2025,CUST0066,Customer 163,Male,56,Kolkata,West Bengal,Clothing,Women'S Wear,Kurti,1,1600,0.1,1440.0,900,540.0,37.5,Credit Card
ORD0156,2025-09-27,2025-09,2025,CUST0080,Customer 93,Male,40,Mumbai,Maharashtra,Home & Kitchen,Home Decor,Table Lamp,4,1800,0.0,7200.0,4200,3000.0,41.67,Upi
ORD0157,2025-10-11,2025-10,2025,CUST0121,Customer 107,Female,29,Mysuru,Karnataka,Electronics,Laptop,Laptop,4,55000,0.1,198000.0,168000,30000.0,15.15,Upi
ORD0158,2025-09-08,2025-09,2025,CUST0445,Customer 404,Female,45,Nagpur,Maharashtra,Clothing,Men'S Wear,T-Shirt,1,900,0.15,765.0,500,265.0,34.64,Credit Card
ORD0159,2026-04-30,2026-04,2026,CUST0245,Customer 59,Female,46,Mysuru,Karnataka,Electronics,Audio,Headphones,5,2500,0.15,10625.0,8000,2625.0,24.71,Upi
ORD0160,2025-08-05,2025-08,2025,CUST0306,Customer 285,Female,41,Mumbai,Maharashtra,Clothing,Men'S Wear,Jeans,4,2200,0.0,8800.0,5200,3600.0,40.91,Upi
ORD0161,2025-11-04,2025-11,2025,CUST0336,Customer 434,Male,55,Madurai,Tamil Nadu,Home & Kitchen,Furniture,Office Chair,3,8500,0.05,24225.0,17400,6825.0,28.17,Upi
ORD0162,2025-03-27,2025-03,2025,CUST0175,Customer 290,Male,46,Mangaluru,Karnataka,Electronics,Laptop,Laptop,1,55000,0.1,49500.0,42000,7500.0,15.15,Net Banking
ORD0163,2025-12-11,2025-12,2025,CUST0302,Customer 289,Female,35,Madurai,Tamil Nadu,Sports,Fitness,Yoga Mat,2,900,0.0,1800.0,960,840.0,46.67,Net Banking
ORD0164,2025-06-10,2025-06,2025,CUST0169,Customer 89,Male,58,Madurai,Tamil Nadu,Sports,Football,Football,5,1200,0.1,5400.0,3500,1900.0,35.19,Debit Card
ORD0165,2025-01-19,2025-01,2025,CUST0082,Customer 397,Male,51,Ahmedabad,Gujarat,Beauty,Skincare,Face Wash,1,450,0.0,450.0,260,190.0,42.22,Upi
ORD0166,2025-03-17,2025-03,2025,CUST0199,Customer 143,Male,24,Madurai,Tamil Nadu,Home & Kitchen,Furniture,Office Chair,1,8500,0.0,8500.0,5800,2700.0,31.76,Upi
ORD0167,2025-01-03,2025-01,2025,CUST0085,Customer 282,Male,52,Nagpur,Maharashtra,Home & Kitchen,Kitchen,Mixer Grinder,1,4200,0.0,4200.0,2800,1400.0,33.33,Upi
ORD0168,2025-10-20,2025-10,2025,CUST0300,Customer 228,Male,42,Surat,Gujarat,Beauty,Skincare,Moisturizer,5,750,0.15,3187.5,2100,1087.5,34.12,Credit Card
ORD0169,2025-12-02,2025-12,2025,CUST0303,Customer 117,Male,60,Kolkata,West Bengal,Home & Kitchen,Furniture,Office Chair,2,8500,0.1,15300.0,11600,3700.0,24.18,Upi
ORD0170,2025-11-30,2025-11,2025,CUST0381,Customer 373,Male,38,Hyderabad,Telangana,Electronics,Audio,Headphones,3,2500,0.0,7500.0,4800,2700.0,36.0,Upi
ORD0171,2025-01-02,2025-01,2025,CUST0433,Customer 77,Male,33,Warangal,Telangana,Home & Kitchen,Furniture,Office Chair,4,8500,0.1,30600.0,23200,7400.0,24.18,Debit Card
ORD0172,2025-08-29,2025-08,2025,CUST0426,Customer 445,Male,30,Warangal,Telangana,Electronics,Audio,Headphones,4,2500,0.0,10000.0,6400,3600.0,36.0,Upi
ORD0173,2025-04-28,2025-04,2025,CUST0277,Customer 214,Male,59,Mysuru,Karnataka,Beauty,Skincare,Face Wash,4,450,0.0,1800.0,1040,760.0,42.22,Upi
ORD0174,2025-06-03,2025-06,2025,CUST0347,Customer 293,Female,59,Hyderabad,Telangana,Beauty,Fragrance,Perfume,2,1800,0.0,3600.0,2100,1500.0,41.67,Upi
ORD0175,2026-03-15,2026-03,2026,CUST0242,Customer 69,Male,42,Warangal,Telangana,Beauty,Skincare,Moisturizer,4,750,0.1,2700.0,1680,1020.0,37.78,Debit Card
ORD0176,2026-02-23,2026-02,2026,CUST0160,Customer 11,Male,38,Kolkata,West Bengal,Electronics,Wearables,Smart Watch,2,4500,0.05,8550.0,5800,2750.0,32.16,Upi
ORD0177,2026-01-09,2026-01,2026,CUST0125,Customer 167,Male,19,Bengaluru,Karnataka,Home & Kitchen,Kitchen,Mixer Grinder,1,4200,0.05,3990.0,2800,1190.0,29.82,Credit Card
ORD0178,2025-06-16,2025-06,2025,CUST0109,Customer 36,Female,21,Chennai,Tamil Nadu,Electronics,Wearables,Smart Watch,4,4500,0.15,15300.0,11600,3700.0,24.18,Credit Card
ORD0179,2026-06-01,2026-06,2026,CUST0428,Customer 27,Male,23,Ahmedabad,Gujarat,Sports,Fitness,Yoga Mat,1,900,0.05,855.0,480,375.0,43.86,Upi
ORD0180,2025-06-21,2025-06,2025,CUST0258,Customer 102,Male,20,Ahmedabad,Gujarat,Electronics,Wearables,Smart Watch,2,4500,0.1,8100.0,5800,2300.0,28.4,Upi
ORD0181,2025-10-30,2025-10,2025,CUST0311,Customer 208,Female,53,Madurai,Tamil Nadu,Beauty,Hair Care,Shampoo,4,650,0.0,2600.0,1520,1080.0,41.54,Debit Card
ORD0182,2026-06-26,2026-06,2026,CUST0237,Customer 279,Other,29,Mysuru,Karnataka,Home & Kitchen,Furniture,Office Chair,4,8500,0.05,32300.0,23200,9100.0,28.17,Credit Card
ORD0183,2026-02-10,2026-02,2026,CUST0231,Customer 288,Female,18,Hyderabad,Telangana,Electronics,Laptop,Laptop,4,55000,0.15,187000.0,168000,19000.0,10.16,Credit Card
ORD0184,2025-12-27,2025-12,2025,CUST0341,Customer 258,Male,31,Chennai,Tamil Nadu,Beauty,Hair Care,Shampoo,4,650,0.1,2340.0,1520,820.0,35.04,Upi
ORD0185,2025-09-19,2025-09,2025,CUST0419,Customer 406,Female,40,Kochi,Kerala,Clothing,Women'S Wear,Kurti,3,1600,0.05,4560.0,2700,1860.0,40.79,Net Banking
ORD0186,2025-06-07,2025-06,2025,CUST0216,Customer 158,Female,59,Kozhikode,Kerala,Sports,Cricket,Cricket Bat,4,2800,0.0,11200.0,7000,4200.0,37.5,Debit Card
ORD0187,2025-05-10,2025-05,2025,CUST0419,Customer 206,Male,32,New Delhi,Delhi,Beauty,Skincare,Moisturizer,4,750,0.15,2550.0,1680,870.0,34.12,Upi
ORD0188,2025-04-20,2025-04,2025,CUST0336,Customer 310,Female,50,Warangal,Telangana,Clothing,Men'S Wear,T-Shirt,2,900,0.0,1800.0,1000,800.0,44.44,Credit Card
ORD0189,2026-06-21,2026-06,2026,CUST0079,Customer 68,Female,42,New Delhi,Delhi,Electronics,Audio,Headphones,3,2500,0.05,7125.0,4800,2325.0,32.63,Upi
ORD0190,2025-05-10,2025-05,2025,CUST0060,Customer 151,Male,23,Mumbai,Maharashtra,Sports,Fitness,Dumbbells,2,2200,0.05,4180.0,2700,1480.0,35.41,Upi
ORD0191,2025-02-25,2025-02,2025,CUST0083,Customer 393,Male,19,Kozhikode,Kerala,Electronics,Audio,Headphones,2,2500,0.05,4750.0,3200,1550.0,32.63,Debit Card
ORD0192,2025-04-11,2025-04,2025,CUST0359,Customer 380,Male,33,Kochi,Kerala,Electronics,Mobile,Smartphone,3,22000,0.0,66000.0,49500,16500.0,25.0,Credit Card
ORD0193,2026-06-10,2026-06,2026,CUST0229,Customer 86,Male,52,Hyderabad,Telangana,Clothing,Women'S Wear,Jacket,2,3200,0.0,6400.0,3800,2600.0,40.62,Credit Card
ORD0194,2026-02-27,2026-02,2026,CUST0389,Customer 65,Male,55,Pune,Maharashtra,Electronics,Mobile,Smartphone,3,22000,0.05,62700.0,49500,13200.0,21.05,Debit Card
ORD0195,2026-05-12,2026-05,2026,CUST0188,Customer 395,Female,54,Mumbai,Maharashtra,Beauty,Skincare,Face Wash,5,450,0.0,2250.0,1300,950.0,42.22,Credit Card
ORD0196,2025-08-15,2025-08,2025,CUST0233,Customer 221,Female,21,Kolkata,West Bengal,Home & Kitchen,Home Decor,Table Lamp,5,1800,0.05,8550.0,5250,3300.0,38.6,Upi
ORD0197,2026-03-01,2026-03,2026,CUST0129,Customer 130,Male,58,Hyderabad,Telangana,Home & Kitchen,Kitchen,Mixer Grinder,2,4200,0.15,7140.0,5600,1540.0,21.57,Debit Card
ORD0198,2025-07-19,2025-07,2025,CUST0433,Customer 79,Male,57,Warangal,Telangana,Electronics,Mobile,Smartphone,2,22000,0.0,44000.0,33000,11000.0,25.0,Debit Card
ORD0199,2025-07-19,2025-07,2025,CUST0087,Customer 43,Male,18,Salem,Tamil Nadu,Home & Kitchen,Kitchen,Mixer Grinder,3,4200,0.0,12600.0,8400,4200.0,33.33,Upi
ORD0200,2025-08-16,2025-08,2025,CUST0139,Customer 436,Male,38,Chennai,Tamil Nadu,Beauty,Fragrance,Perfume,1,1800,0.2,1440.0,1050,390.0,27.08,Credit Card
ORD0201,2026-06-04,2026-06,2026,CUST0320,Customer 138,Female,22,Kolkata,West Bengal,Sports,Fitness,Yoga Mat,4,900,0.05,3420.0,1920,1500.0,43.86,Cash
ORD0202,2026-04-08,2026-04,2026,CUST0434,Customer 49,Female,25,New Delhi,Delhi,Electronics,Wearables,Smart Watch,4,4500,0.15,15300.0,11600,3700.0,24.18,Debit Card
ORD0203,2026-05-03,2026-05,2026,CUST0258,Customer 374,Female,27,Warangal,Telangana,Electronics,Laptop,Laptop,1,55000,0.2,44000.0,42000,2000.0,4.55,Upi
ORD0204,2025-07-02,2025-07,2025,CUST0153,Customer 315,Male,27,Mumbai,Maharashtra,Sports,Fitness,Dumbbells,4,2200,0.0,8800.0,5400,3400.0,38.64,Net Banking
ORD0205,2026-03-11,2026-03,2026,CUST0174,Customer 113,Female,47,New Delhi,Delhi,Home & Kitchen,Kitchen,Mixer Grinder,2,4200,0.15,7140.0,5600,1540.0,21.57,Debit Card
ORD0206,2025-10-29,2025-10,2025,CUST0360,Customer 238,Female,35,Ahmedabad,Gujarat,Electronics,Wearables,Smart Watch,1,4500,0.05,4275.0,2900,1375.0,32.16,Upi
ORD0207,2026-04-11,2026-04,2026,CUST0258,Customer 29,Other,39,Kolkata,West Bengal,Electronics,Wearables,Smart Watch,3,4500,0.05,12825.0,8700,4125.0,32.16,Net Banking
ORD0208,2025-12-19,2025-12,2025,CUST0184,Customer 3,Male,30,Nagpur,Maharashtra,Electronics,Mobile,Smartphone,3,22000,0.0,66000.0,49500,16500.0,25.0,Debit Card
ORD0209,2025-12-28,2025-12,2025,CUST0186,Customer 144,Female,42,Kolkata,West Bengal,Electronics,Audio,Headphones,5,2500,0.0,12500.0,8000,4500.0,36.0,Upi
ORD0210,2026-05-06,2026-05,2026,CUST0010,Customer 405,Male,52,Ahmedabad,Gujarat,Beauty,Fragrance,Perfume,1,1800,0.05,1710.0,1050,660.0,38.6,Cash
ORD0211,2025-08-22,2025-08,2025,CUST0090,Customer 314,Female,30,Surat,Gujarat,Clothing,Women'S Wear,Kurti,2,1600,0.05,3040.0,1800,1240.0,40.79,Credit Card
ORD0212,2025-03-11,2025-03,2025,CUST0312,Customer 211,Male,37,New Delhi,Delhi,Beauty,Hair Care,Shampoo,1,650,0.2,520.0,380,140.0,26.92,Upi
ORD0213,2026-04-14,2026-04,2026,CUST0310,Customer 359,Male,41,Pune,Maharashtra,Home & Kitchen,Kitchen,Mixer Grinder,4,4200,0.1,15120.0,11200,3920.0,25.93,Upi
ORD0214,2025-08-09,2025-08,2025,CUST0014,Customer 3,Male,37,Pune,Maharashtra,Clothing,Women'S Wear,Jacket,4,3200,0.1,11520.0,7600,3920.0,34.03,Net Banking
ORD0215,2025-06-08,2025-06,2025,CUST0188,Customer 60,Female,41,Ahmedabad,Gujarat,Clothing,Women'S Wear,Kurti,4,1600,0.1,5760.0,3600,2160.0,37.5,Cash
ORD0216,2025-01-19,2025-01,2025,CUST0432,Customer 173,Male,55,Kochi,Kerala,Clothing,Women'S Wear,Kurti,5,1600,0.1,7200.0,4500,2700.0,37.5,Cash
ORD0217,2025-04-28,2025-04,2025,CUST0301,Customer 161,Female,45,Warangal,Telangana,Home & Kitchen,Furniture,Office Chair,1,8500,0.0,8500.0,5800,2700.0,31.76,Net Banking
ORD0218,2026-02-04,2026-02,2026,CUST0325,Customer 61,Female,31,Coimbatore,Tamil Nadu,Clothing,Women'S Wear,Jacket,3,3200,0.1,8640.0,5700,2940.0,34.03,Debit Card
ORD0219,2026-03-02,2026-03,2026,CUST0035,Customer 302,Female,23,Mysuru,Karnataka,Electronics,Audio,Headphones,1,2500,0.1,2250.0,1600,650.0,28.89,Upi
ORD0220,2025-09-17,2025-09,2025,CUST0126,Customer 231,Male,38,Mangaluru,Karnataka,Home & Kitchen,Home Decor,Table Lamp,5,1800,0.05,8550.0,5250,3300.0,38.6,Credit Card
ORD0221,2025-07-07,2025-07,2025,CUST0057,Customer 31,Male,58,Kolkata,West Bengal,Home & Kitchen,Kitchen,Mixer Grinder,1,4200,0.0,4200.0,2800,1400.0,33.33,Debit Card
ORD0222,2025-08-08,2025-08,2025,CUST0270,Customer 120,Male,39,Warangal,Telangana,Home & Kitchen,Kitchen,Mixer Grinder,4,4200,0.0,16800.0,11200,5600.0,33.33,Upi
ORD0223,2025-09-07,2025-09,2025,CUST0363,Customer 441,Male,26,Mysuru,Karnataka,Home & Kitchen,Kitchen,Mixer Grinder,5,4200,0.05,19950.0,14000,5950.0,29.82,Upi
ORD0224,2025-07-18,2025-07,2025,CUST0405,Customer 426,Female,28,Pune,Maharashtra,Home & Kitchen,Furniture,Office Chair,2,8500,0.1,15300.0,11600,3700.0,24.18,Credit Card
ORD0225,2025-11-01,2025-11,2025,CUST0403,Customer 371,Female,20,Mysuru,Karnataka,Beauty,Hair Care,Shampoo,5,650,0.05,3087.5,1900,1187.5,38.46,Upi
ORD0226,2025-10-16,2025-10,2025,CUST0081,Customer 152,Male,21,Chennai,Tamil Nadu,Clothing,Men'S Wear,T-Shirt,5,900,0.0,4500.0,2500,2000.0,44.44,Upi
ORD0227,2026-05-09,2026-05,2026,CUST0198,Customer 98,Female,39,Mumbai,Maharashtra,Sports,Football,Football,3,1200,0.0,3600.0,2100,1500.0,41.67,Debit Card
ORD0228,2025-03-27,2025-03,2025,CUST0076,Customer 344,Female,51,Coimbatore,Tamil Nadu,Electronics,Mobile,Smartphone,1,22000,0.1,19800.0,16500,3300.0,16.67,Credit Card
ORD0229,2026-01-18,2026-01,2026,CUST0068,Customer 366,Male,49,Kolkata,West Bengal,Clothing,Women'S Wear,Jacket,3,3200,0.05,9120.0,5700,3420.0,37.5,Upi
ORD0230,2025-02-27,2025-02,2025,CUST0284,Customer 26,Male,45,Warangal,Telangana,Electronics,Wearables,Smart Watch,5,4500,0.1,20250.0,14500,5750.0,28.4,Net Banking
ORD0231,2026-03-12,2026-03,2026,CUST0279,Customer 89,Male,50,Madurai,Tamil Nadu,Clothing,Women'S Wear,Jacket,3,3200,0.15,8160.0,5700,2460.0,30.15,Cash
ORD0232,2026-04-21,2026-04,2026,CUST0297,Customer 164,Female,29,Thiruvananthapuram,Kerala,Electronics,Laptop,Laptop,3,55000,0.0,165000.0,126000,39000.0,23.64,Upi
ORD0233,2026-01-22,2026-01,2026,CUST0365,Customer 259,Female,37,Mumbai,Maharashtra,Home & Kitchen,Kitchen,Mixer Grinder,2,4200,0.0,8400.0,5600,2800.0,33.33,Upi
ORD0234,2025-09-17,2025-09,2025,CUST0366,Customer 246,Female,25,Thiruvananthapuram,Kerala,Electronics,Mobile,Smartphone,1,22000,0.1,19800.0,16500,3300.0,16.67,Debit Card
ORD0235,2025-04-12,2025-04,2025,CUST0223,Customer 59,Female,38,Kochi,Kerala,Beauty,Hair Care,Shampoo,1,650,0.05,617.5,380,237.5,38.46,Upi
ORD0236,2026-01-17,2026-01,2026,CUST0133,Customer 227,Female,21,Kolkata,West Bengal,Electronics,Laptop,Laptop,1,55000,0.0,55000.0,42000,13000.0,23.64,Net Banking
ORD0237,2026-04-02,2026-04,2026,CUST0213,Customer 216,Female,28,Mumbai,Maharashtra,Electronics,Mobile,Smartphone,2,22000,0.0,44000.0,33000,11000.0,25.0,Debit Card
ORD0238,2026-06-30,2026-06,2026,CUST0041,Customer 307,Female,45,Mysuru,Karnataka,Beauty,Skincare,Moisturizer,2,750,0.0,1500.0,840,660.0,44.0,Upi
ORD0239,2025-10-16,2025-10,2025,CUST0212,Customer 381,Female,39,Kolkata,West Bengal,Electronics,Audio,Headphones,1,2500,0.05,2375.0,1600,775.0,32.63,Cash
ORD0240,2025-07-10,2025-07,2025,CUST0067,Customer 4,Female,23,Surat,Gujarat,Home & Kitchen,Home Decor,Table Lamp,4,1800,0.1,6480.0,4200,2280.0,35.19,Upi
ORD0241,2026-01-28,2026-01,2026,CUST0355,Customer 252,Female,31,Bengaluru,Karnataka,Electronics,Audio,Headphones,5,2500,0.0,12500.0,8000,4500.0,36.0,Upi
ORD0242,2025-05-22,2025-05,2025,CUST0100,Customer 328,Male,44,Nagpur,Maharashtra,Electronics,Laptop,Laptop,3,55000,0.0,165000.0,126000,39000.0,23.64,Upi
ORD0243,2025-03-24,2025-03,2025,CUST0110,Customer 435,Male,42,New Delhi,Delhi,Home & Kitchen,Kitchen,Air Fryer,3,6500,0.05,18525.0,12900,5625.0,30.36,Upi
ORD0244,2026-01-10,2026-01,2026,CUST0121,Customer 275,Female,31,Thiruvananthapuram,Kerala,Clothing,Women'S Wear,Jacket,4,3200,0.2,10240.0,7600,2640.0,25.78,Upi
ORD0245,2026-01-11,2026-01,2026,CUST0308,Customer 89,Male,57,Kolkata,West Bengal,Home & Kitchen,Home Decor,Table Lamp,5,1800,0.1,8100.0,5250,2850.0,35.19,Upi
ORD0246,2026-05-29,2026-05,2026,CUST0361,Customer 125,Female,47,New Delhi,Delhi,Clothing,Women'S Wear,Kurti,1,1600,0.05,1520.0,900,620.0,40.79,Upi
ORD0247,2026-05-09,2026-05,2026,CUST0050,Customer 255,Male,47,New Delhi,Delhi,Home & Kitchen,Home Decor,Table Lamp,5,1800,0.15,7650.0,5250,2400.0,31.37,Upi
ORD0248,2026-04-27,2026-04,2026,CUST0216,Customer 65,Female,26,Mumbai,Maharashtra,Electronics,Laptop,Laptop,3,55000,0.05,156750.0,126000,30750.0,19.62,Debit Card
ORD0249,2026-02-10,2026-02,2026,CUST0232,Customer 21,Female,32,Ahmedabad,Gujarat,Clothing,Women'S Wear,Jacket,4,3200,0.15,10880.0,7600,3280.0,30.15,Net Banking
ORD0250,2025-03-17,2025-03,2025,CUST0429,Customer 67,Male,24,Thiruvananthapuram,Kerala,Clothing,Men'S Wear,T-Shirt,3,900,0.0,2700.0,1500,1200.0,44.44,Upi
ORD0251,2025-09-19,2025-09,2025,CUST0214,Customer 153,Female,58,New Delhi,Delhi,Electronics,Wearables,Smart Watch,2,4500,0.05,8550.0,5800,2750.0,32.16,Debit Card
ORD0252,2025-04-03,2025-04,2025,CUST0109,Customer 241,Male,36,Bengaluru,Karnataka,Electronics,Mobile,Smartphone,2,22000,0.15,37400.0,33000,4400.0,11.76,Net Banking
ORD0253,2025-07-09,2025-07,2025,CUST0136,Customer 43,Female,30,Thiruvananthapuram,Kerala,Clothing,Men'S Wear,T-Shirt,4,900,0.0,3600.0,2000,1600.0,44.44,Cash
ORD0254,2025-12-10,2025-12,2025,CUST0037,Customer 305,Male,59,Warangal,Telangana,Electronics,Audio,Headphones,5,2500,0.05,11875.0,8000,3875.0,32.63,Net Banking
ORD0255,2026-05-09,2026-05,2026,CUST0147,Customer 395,Male,58,Chennai,Tamil Nadu,Electronics,Audio,Headphones,3,2500,0.1,6750.0,4800,1950.0,28.89,Debit Card
ORD0256,2025-09-25,2025-09,2025,CUST0445,Customer 240,Female,25,Nagpur,Maharashtra,Electronics,Laptop,Laptop,4,55000,0.1,198000.0,168000,30000.0,15.15,Debit Card
ORD0257,2026-03-07,2026-03,2026,CUST0215,Customer 177,Female,42,Chennai,Tamil Nadu,Clothing,Women'S Wear,Jacket,2,3200,0.1,5760.0,3800,1960.0,34.03,Upi
ORD0258,2026-02-16,2026-02,2026,CUST0424,Customer 84,Male,50,Kolkata,West Bengal,Sports,Football,Football,2,1200,0.1,2160.0,1400,760.0,35.19,Upi
ORD0259,2025-09-23,2025-09,2025,CUST0398,Customer 210,Female,46,Chennai,Tamil Nadu,Home & Kitchen,Furniture,Office Chair,1,8500,0.15,7225.0,5800,1425.0,19.72,Upi
ORD0260,2026-01-22,2026-01,2026,CUST0400,Customer 350,Male,23,Thiruvananthapuram,Kerala,Electronics,Audio,Headphones,4,2500,0.0,10000.0,6400,3600.0,36.0,Net Banking
ORD0261,2025-12-23,2025-12,2025,CUST0213,Customer 62,Male,18,Surat,Gujarat,Electronics,Mobile,Smartphone,4,22000,0.05,83600.0,66000,17600.0,21.05,Credit Card
ORD0262,2026-03-05,2026-03,2026,CUST0375,Customer 73,Female,38,Madurai,Tamil Nadu,Home & Kitchen,Furniture,Office Chair,1,8500,0.0,8500.0,5800,2700.0,31.76,Credit Card
ORD0263,2025-02-10,2025-02,2025,CUST0063,Customer 23,Male,20,Pune,Maharashtra,Beauty,Skincare,Moisturizer,4,750,0.1,2700.0,1680,1020.0,37.78,Credit Card
ORD0264,2025-10-17,2025-10,2025,CUST0440,Customer 156,Male,53,Ahmedabad,Gujarat,Clothing,Men'S Wear,Jeans,3,2200,0.1,5940.0,3900,2040.0,34.34,Credit Card
ORD0265,2026-02-23,2026-02,2026,CUST0427,Customer 126,Male,37,Nagpur,Maharashtra,Electronics,Wearables,Smart Watch,1,4500,0.05,4275.0,2900,1375.0,32.16,Credit Card
ORD0266,2026-03-10,2026-03,2026,CUST0325,Customer 414,Female,29,Kochi,Kerala,Electronics,Wearables,Smart Watch,5,4500,0.1,20250.0,14500,5750.0,28.4,Upi
ORD0267,2025-08-22,2025-08,2025,CUST0051,Customer 306,Male,44,Surat,Gujarat,Clothing,Women'S Wear,Kurti,5,1600,0.05,7600.0,4500,3100.0,40.79,Net Banking
ORD0268,2025-05-04,2025-05,2025,CUST0357,Customer 35,Female,54,New Delhi,Delhi,Beauty,Fragrance,Perfume,5,1800,0.05,8550.0,5250,3300.0,38.6,Upi
ORD0269,2026-05-15,2026-05,2026,CUST0401,Customer 109,Male,46,Kolkata,West Bengal,Home & Kitchen,Kitchen,Air Fryer,4,6500,0.1,23400.0,17200,6200.0,26.5,Net Banking
ORD0270,2026-01-14,2026-01,2026,CUST0343,Customer 435,Female,30,Surat,Gujarat,Beauty,Skincare,Face Wash,5,450,0.05,2137.5,1300,837.5,39.18,Debit Card
ORD0271,2025-10-27,2025-10,2025,CUST0139,Customer 359,Male,38,Thiruvananthapuram,Kerala,Beauty,Skincare,Face Wash,3,450,0.0,1350.0,780,570.0,42.22,Upi
ORD0272,2025-09-30,2025-09,2025,CUST0099,Customer 252,Male,51,Hyderabad,Telangana,Electronics,Audio,Headphones,5,2500,0.05,11875.0,8000,3875.0,32.63,Credit Card
ORD0273,2025-06-13,2025-06,2025,CUST0374,Customer 147,Male,38,Mysuru,Karnataka,Clothing,Men'S Wear,Jeans,3,2200,0.0,6600.0,3900,2700.0,40.91,Cash
ORD0274,2026-05-02,2026-05,2026,CUST0005,Customer 184,Male,29,Kolkata,West Bengal,Sports,Cricket,Cricket Bat,2,2800,0.1,5040.0,3500,1540.0,30.56,Debit Card
ORD0275,2025-08-16,2025-08,2025,CUST0102,Customer 75,Other,43,Hyderabad,Telangana,Sports,Fitness,Dumbbells,1,2200,0.15,1870.0,1350,520.0,27.81,Credit Card
ORD0276,2025-03-23,2025-03,2025,CUST0092,Customer 435,Female,34,Coimbatore,Tamil Nadu,Beauty,Fragrance,Perfume,3,1800,0.1,4860.0,3150,1710.0,35.19,Net Banking
ORD0277,2025-12-03,2025-12,2025,CUST0369,Customer 225,Male,26,Kolkata,West Bengal,Beauty,Skincare,Moisturizer,5,750,0.05,3562.5,2100,1462.5,41.05,Upi
ORD0278,2025-04-24,2025-04,2025,CUST0022,Customer 349,Other,30,Surat,Gujarat,Electronics,Mobile,Smartphone,3,22000,0.05,62700.0,49500,13200.0,21.05,Upi
ORD0279,2025-10-13,2025-10,2025,CUST0057,Customer 222,Male,38,New Delhi,Delhi,Beauty,Hair Care,Shampoo,2,650,0.0,1300.0,760,540.0,41.54,Cash
ORD0280,2025-10-19,2025-10,2025,CUST0025,Customer 37,Male,24,Kolkata,West Bengal,Sports,Football,Football,2,1200,0.15,2040.0,1400,640.0,31.37,Upi
ORD0281,2025-07-13,2025-07,2025,CUST0191,Customer 104,Female,26,Madurai,Tamil Nadu,Electronics,Wearables,Smart Watch,5,4500,0.15,19125.0,14500,4625.0,24.18,Cash
